分段ID,开始时间,结束时间,持续时长min,纳入统计分钟数,冻结风机数,重复风机功率之和MW,风机编号列表,原异常分钟数,修正后异常分钟数,异常分钟数变化量,原异常占比,修正后异常占比,异常占比变化量,原异常程度总和,修正后异常程度总和,异常程度变化量,异常程度下降率,原平均异常程度,修正后平均异常程度,原最大异常程度,修正后最大异常程度,原偏离程度总和,修正后偏离程度总和,偏离程度变化量,偏离程度下降率,原平均偏离程度,修正后平均偏离程度,原最大偏离程度,修正后最大偏离程度,原负损耗分钟数,修正后负损耗分钟数,站端功率重复硬异常分钟数,物理越限硬异常分钟数,风机联合重复标记分钟数,是否异常分钟减少,是否异常程度下降,是否偏离程度下降,是否全部修正为正常,重复详情
166,2024-06-07 14:59:00,2024-06-13 11:33:00,8435,8435,0,0.0,,380,380,0,0.04505,0.04505,0.0,53.015565,53.015565,0.0,-0.0,0.006285,0.006285,0.748628,0.748628,1463.978092,1463.978092,0.0,-0.0,0.17356,0.17356,1.219082,1.219082,3,3,0.0,0,0,False,False,False,False,
167,2024-06-13 11:34:00,2024-06-13 11:37:00,4,4,1,0.00014,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.872004,0.872172,0.000168,-0.000192,0.218001,0.218043,0.387102,0.387025,0,0,0.0,0,4,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
168,2024-06-13 11:38:00,2024-06-13 11:44:00,7,7,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.979405,0.979405,0.0,-0.0,0.139915,0.139915,0.294018,0.294018,0,0,0.0,0,0,False,False,False,False,
169,2024-06-13 11:45:00,2024-06-13 11:48:00,4,4,1,0.00014,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.799133,0.79945,0.000318,-0.000398,0.199783,0.199863,0.25635,0.256412,0,0,0.0,0,4,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
170,2024-06-13 11:49:00,2024-06-13 11:55:00,7,7,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.151285,1.151285,0.0,0.0,0.164469,0.164469,0.256828,0.256828,0,0,0.0,0,0,False,False,False,False,
171,2024-06-13 11:56:00,2024-06-13 12:01:00,6,6,1,0.00014,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.836168,0.83671,0.000542,-0.000648,0.139361,0.139452,0.320673,0.32086,0,0,0.0,0,6,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
172,2024-06-13 12:02:00,2024-06-13 12:02:00,1,1,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.124789,0.124789,-0.0,0.0,0.124789,0.124789,0.124789,0.124789,0,0,0.0,0,0,False,False,True,False,
173,2024-06-13 12:03:00,2024-06-13 12:09:00,7,7,1,0.00014,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.022623,1.022937,0.000314,-0.000307,0.146089,0.146134,0.263649,0.263731,0,0,0.0,0,7,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
174,2024-06-13 12:10:00,2024-06-13 12:13:00,4,4,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.570233,0.570233,0.0,-0.0,0.142558,0.142558,0.293736,0.293736,0,0,0.0,0,0,False,False,False,False,
175,2024-06-13 12:14:00,2024-06-13 12:20:00,7,7,1,0.00014,27,1,1,0,0.142857,0.142857,0.0,0.00268,0.002731,5.2e-05,-0.019249,0.000383,0.00039,0.00268,0.002731,1.634348,1.635138,0.00079,-0.000483,0.233478,0.233591,0.598104,0.597745,0,0,0.0,0,7,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
176,2024-06-13 12:21:00,2024-06-13 12:31:00,11,11,0,0.0,,1,1,0,0.090909,0.090909,0.0,0.00275,0.00275,0.0,-0.0,0.00025,0.00025,0.00275,0.00275,2.572171,2.572171,0.0,0.0,0.233834,0.233834,0.448707,0.448707,0,0,0.0,0,0,False,False,False,False,
177,2024-06-13 12:32:00,2024-06-13 12:37:00,6,6,1,0.00014,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.962752,0.963371,0.000619,-0.000643,0.160459,0.160562,0.272416,0.272478,0,0,0.0,0,6,False,False,False,False,"27[status=6.0,P=0.14,WS=0.0]"
178,2024-06-13 12:38:00,2024-06-26 11:24:00,18647,18647,0,0.0,,1440,1440,0,0.077224,0.077224,0.0,307.140667,307.140667,0.0,-0.0,0.016471,0.016471,2.642045,2.642045,3436.795563,3436.795563,-0.0,0.0,0.184308,0.184308,3.210484,3.210484,36,36,7.0,0,0,False,False,True,False,
179,2024-06-26 11:25:00,2024-06-26 11:32:00,8,7,58,69.347,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,7,7,0,0.875,0.875,0.0,0.0,9550.4486,9550.4486,,0.0,1364.3498,0.0,1364.3498,3.187867,9550.4486,9547.260733,-2994.874603,0.45541,1364.3498,0.45541,1364.3498,0,7,7.0,0,7,False,False,False,False,"1[status=5.0,P=2511.02,WS=7.69] 、 2[status=5.0,P=1294.57,WS=5.92] 、 3[status=5.0,P=1649.26,WS=6.73] 、 4[status=5.0,P=1154.99,WS=6.1] 、 5[status=5.0,P=1199.81,WS=6.06] 、 6[status=5.0,P=761.89,WS=5.32] 、 7[status=5.0,P=2139.68,WS=5.32] 、 8[status=5.0,P=1808.04,WS=6.83] 、 9[status=5.0,P=900.18,WS=5.46] 、 10[status=5.0,P=1517.37,WS=6.65] 、 11[status=5.0,P=914.26,WS=5.48] 、 12[status=5.0,P=851.52,WS=5.89] 、 13[status=5.0,P=1006.46,WS=5.47] 、 14[status=5.0,P=1062.8,WS=5.55] 、 15[status=5.0,P=644.08,WS=4.87] 、 16[status=5.0,P=1382.92,WS=6.02] 、 17[status=5.0,P=1157.55,WS=5.95] 、 18[status=5.0,P=381.58,WS=4.14] 、 19[status=5.0,P=2457.24,WS=7.5] 、 20[status=5.0,P=765.73,WS=5.01] 、 21[status=5.0,P=1531.46,WS=6.74] 、 22[status=5.0,P=1044.87,WS=5.63] 、 23[status=5.0,P=878.41,WS=5.69] 、 24[status=5.0,P=916.82,WS=5.74] 、 25[status=5.0,P=939.87,WS=5.58] 、 26[status=5.0,P=1080.73,WS=5.93] 、 27[status=5.0,P=3098.76,WS=8.27] 、 28[status=5.0,P=595.42,WS=4.61] 、 29[status=5.0,P=955.24,WS=5.96] 、 30[status=5.0,P=1012.86,WS=5.92] 、 31[status=5.0,P=1283.04,WS=6.17] 、 32[status=5.0,P=847.68,WS=5.43] 、 33[status=5.0,P=1212.62,WS=5.97] 、 34[status=5.0,P=809.26,WS=5.4] 、 35[status=5.0,P=868.17,WS=5.52] 、 36[status=5.0,P=665.85,WS=5.1] 、 37[status=5.0,P=957.8,WS=5.88] 、 38[status=5.0,P=1185.73,WS=6.05] 、 39[status=5.0,P=1366.7,WS=6.27] 、 40[status=5.0,P=2099.14,WS=6.59] 、 41[status=5.0,P=656.46,WS=5.94] 、 42[status=5.0,P=1038.04,WS=5.86] 、 43[status=5.0,P=1149.02,WS=5.89] 、 44[status=5.0,P=1224.99,WS=6.13] 、 45[status=5.0,P=2169.99,WS=7.24] 、 46[status=5.0,P=1242.07,WS=5.39] 、 47[status=5.0,P=1175.48,WS=5.46] 、 48[status=5.0,P=1184.87,WS=6.57] 、 49[status=5.0,P=801.58,WS=5.75] 、 50[status=5.0,P=936.46,WS=5.54] 、 51[status=5.0,P=1329.14,WS=8.06] 、 52[status=5.0,P=694.87,WS=5.4] 、 53[status=5.0,P=1679.14,WS=5.92] 、 54[status=5.0,P=454.14,WS=5.54] 、 55[status=5.0,P=979.14,WS=6.18] 、 56[status=5.0,P=1932.67,WS=6.14] 、 57[status=5.0,P=1143.9,WS=6.03] 、 58[status=5.0,P=643.66,WS=5.41]"
180,2024-06-26 11:33:00,2024-07-01 11:23:00,7191,1170,0,0.0,,201,201,0,0.027952,0.027952,0.0,74.427269,74.427269,0.0,-0.0,0.063613,0.063613,2.534468,2.534468,292.254177,292.254177,-0.0,0.0,0.24979,0.24979,3.039092,3.039092,19,19,0.0,0,0,False,False,True,False,
181,2024-07-01 11:24:00,2024-07-01 12:44:00,81,75,57,29.20816,1、2、3、4、5、6、7、8、9、10、11、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,75,75,0,0.925926,0.925926,0.0,0.0,41411.4645,41411.4645,,0.0,552.15286,0.0,552.15286,2.888507,41411.4645,41408.575993,-14335.631322,0.038513,552.15286,0.038513,552.15286,0,75,75.0,0,75,False,False,False,False,"1[status=5.0,P=701.7,WS=5.26] 、 2[status=5.0,P=887.37,WS=5.2] 、 3[status=5.0,P=715.79,WS=5.07] 、 4[status=5.0,P=623.59,WS=4.74] 、 5[status=5.0,P=761.89,WS=5.2] 、 6[status=5.0,P=726.03,WS=5.03] 、 7[status=5.0,P=709.39,WS=5.03] 、 8[status=5.0,P=846.4,WS=5.21] 、 9[status=5.0,P=650.48,WS=4.82] 、 10[status=5.0,P=562.13,WS=4.75] 、 11[status=5.0,P=642.8,WS=4.86] 、 13[status=5.0,P=754.2,WS=5.16] 、 14[status=5.0,P=294.51,WS=3.79] 、 15[status=5.0,P=526.28,WS=4.59] 、 16[status=5.0,P=487.86,WS=4.57] 、 17[status=5.0,P=610.79,WS=4.7] 、 18[status=5.0,P=674.81,WS=4.99] 、 19[status=5.0,P=527.56,WS=4.55] 、 20[status=5.0,P=466.1,WS=4.6] 、 21[status=5.0,P=395.67,WS=4.2] 、 22[status=5.0,P=407.19,WS=4.11] 、 23[status=5.0,P=613.35,WS=4.87] 、 24[status=5.0,P=480.18,WS=4.74] 、 25[status=5.0,P=596.7,WS=4.82] 、 26[status=5.0,P=541.64,WS=4.61] 、 27[status=5.0,P=487.86,WS=4.4] 、 28[status=5.0,P=297.07,WS=3.98] 、 29[status=5.0,P=179.27,WS=3.41] 、 30[status=5.0,P=143.41,WS=3.07] 、 31[status=5.0,P=210.0,WS=3.49] 、 32[status=5.0,P=235.61,WS=3.62] 、 33[status=5.0,P=400.79,WS=4.32] 、 34[status=5.0,P=408.47,WS=4.32] 、 35[status=5.0,P=413.6,WS=4.33] 、 36[status=5.0,P=377.74,WS=4.19] 、 37[status=5.0,P=501.95,WS=4.59] 、 38[status=5.0,P=583.9,WS=4.78] 、 39[status=5.0,P=626.58,WS=4.29] 、 40[status=5.0,P=710.24,WS=4.86] 、 41[status=5.0,P=538.66,WS=4.62] 、 42[status=5.0,P=425.12,WS=4.86] 、 43[status=5.0,P=360.24,WS=4.57] 、 44[status=5.0,P=373.9,WS=4.69] 、 45[status=5.0,P=612.92,WS=4.8] 、 46[status=5.0,P=606.95,WS=4.89] 、 47[status=5.0,P=645.36,WS=5.19] 、 48[status=5.0,P=389.27,WS=4.28] 、 49[status=5.0,P=463.53,WS=4.66] 、 50[status=5.0,P=432.8,WS=4.7] 、 51[status=5.0,P=330.36,WS=4.44] 、 52[status=5.0,P=279.14,WS=4.33] 、 53[status=5.0,P=303.05,WS=4.14] 、 54[status=5.0,P=350.0,WS=4.32] 、 55[status=5.0,P=400.36,WS=4.29] 、 56[status=5.0,P=500.24,WS=4.61] 、 57[status=5.0,P=643.66,WS=4.82] 、 58[status=5.0,P=771.7,WS=5.4]"
182,2024-07-01 12:45:00,2024-07-01 13:07:00,23,20,0,0.0,,6,6,0,0.26087,0.26087,0.0,4.97045,4.97045,0.0,-0.0,0.248523,0.248523,2.358104,2.358104,11.508043,11.508043,0.0,-0.0,0.575402,0.575402,2.868019,2.868019,3,3,5.0,0,0,False,False,False,False,
183,2024-07-01 13:08:00,2024-07-01 13:12:00,5,5,57,62.18014,1、2、3、4、5、6、7、8、9、10、11、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,5,5,0,1.0,1.0,0.0,0.0,6021.9154,6021.9154,,0.0,1204.38308,0.0,1204.38308,0.770414,6021.9154,6021.144986,-7815.462863,0.154083,1204.38308,0.154083,1204.38308,0,5,5.0,0,5,False,False,False,False,"1[status=5.0,P=791.34,WS=5.11] 、 2[status=5.0,P=850.24,WS=5.38] 、 3[status=5.0,P=978.29,WS=5.71] 、 4[status=5.0,P=1227.98,WS=6.25] 、 5[status=5.0,P=974.45,WS=5.63] 、 6[status=5.0,P=847.68,WS=5.42] 、 7[status=5.0,P=1160.12,WS=5.42] 、 8[status=5.0,P=880.97,WS=5.33] 、 9[status=5.0,P=312.44,WS=4.07] 、 10[status=5.0,P=565.97,WS=4.78] 、 11[status=5.0,P=918.1,WS=5.58] 、 13[status=5.0,P=373.9,WS=4.16] 、 14[status=5.0,P=279.14,WS=3.75] 、 15[status=5.0,P=811.82,WS=5.4] 、 16[status=5.0,P=540.36,WS=4.81] 、 17[status=5.0,P=682.5,WS=5.07] 、 18[status=5.0,P=667.13,WS=5.18] 、 19[status=5.0,P=1752.98,WS=6.89] 、 20[status=5.0,P=1417.49,WS=6.54] 、 21[status=5.0,P=1139.63,WS=5.79] 、 22[status=5.0,P=1413.65,WS=6.6] 、 23[status=5.0,P=1121.7,WS=5.76] 、 24[status=5.0,P=1138.35,WS=6.02] 、 25[status=5.0,P=969.32,WS=5.74] 、 26[status=5.0,P=1674.87,WS=6.83] 、 27[status=5.0,P=1459.75,WS=6.5] 、 28[status=5.0,P=1504.57,WS=6.49] 、 29[status=5.0,P=1431.58,WS=6.56] 、 30[status=5.0,P=1233.1,WS=6.25] 、 31[status=5.0,P=1381.64,WS=6.29] 、 32[status=5.0,P=1628.77,WS=6.78] 、 33[status=5.0,P=1482.8,WS=6.55] 、 34[status=5.0,P=1514.81,WS=6.7] 、 35[status=5.0,P=1549.38,WS=6.76] 、 36[status=5.0,P=1592.92,WS=6.83] 、 37[status=5.0,P=1519.93,WS=6.51] 、 38[status=5.0,P=1313.77,WS=6.19] 、 39[status=5.0,P=875.85,WS=4.91] 、 40[status=5.0,P=1558.77,WS=6.47] 、 41[status=5.0,P=816.09,WS=5.63] 、 42[status=5.0,P=481.46,WS=4.59] 、 43[status=5.0,P=386.71,WS=4.54] 、 44[status=5.0,P=438.78,WS=4.46] 、 45[status=5.0,P=790.48,WS=5.24] 、 46[status=5.0,P=540.36,WS=4.73] 、 47[status=5.0,P=621.46,WS=5.06] 、 48[status=5.0,P=1422.19,WS=6.19] 、 49[status=5.0,P=1480.24,WS=6.47] 、 50[status=5.0,P=1423.04,WS=6.29] 、 51[status=5.0,P=1316.33,WS=5.54] 、 52[status=5.0,P=1226.7,WS=6.17] 、 53[status=5.0,P=1217.31,WS=6.02] 、 54[status=5.0,P=1206.21,WS=6.03] 、 55[status=5.0,P=1288.16,WS=6.35] 、 56[status=5.0,P=1411.09,WS=6.1] 、 57[status=5.0,P=1322.31,WS=5.96] 、 58[status=5.0,P=1253.16,WS=5.87]"
184,2024-07-01 13:13:00,2024-07-01 13:16:00,4,4,57,42.98828,1、2、3、4、5、6、7、8、9、10、11、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,4,4,0,1.0,1.0,0.0,0.0,3284.84344,3284.84344,,0.0,821.21086,0.0,821.21086,0.664803,3284.84344,3284.178637,-4940.078973,0.166201,821.21086,0.166201,821.21086,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=572.38,WS=4.5] 、 2[status=5.0,P=702.98,WS=5.03] 、 3[status=5.0,P=923.23,WS=5.68] 、 4[status=5.0,P=934.75,WS=5.52] 、 5[status=5.0,P=1042.31,WS=5.64] 、 6[status=5.0,P=435.36,WS=4.35] 、 7[status=5.0,P=663.29,WS=4.35] 、 8[status=5.0,P=633.84,WS=4.64] 、 9[status=5.0,P=355.97,WS=4.06] 、 10[status=5.0,P=464.81,WS=4.6] 、 11[status=5.0,P=873.29,WS=5.5] 、 13[status=5.0,P=190.79,WS=3.38] 、 14[status=5.0,P=425.12,WS=4.25] 、 15[status=5.0,P=697.86,WS=4.94] 、 16[status=5.0,P=418.72,WS=4.28] 、 17[status=5.0,P=420.0,WS=4.27] 、 18[status=5.0,P=443.05,WS=4.53] 、 19[status=5.0,P=1170.36,WS=5.97] 、 20[status=5.0,P=1138.35,WS=6.04] 、 21[status=5.0,P=726.03,WS=5.15] 、 22[status=5.0,P=1010.3,WS=5.93] 、 23[status=5.0,P=937.31,WS=5.51] 、 24[status=5.0,P=491.7,WS=4.43] 、 25[status=5.0,P=970.6,WS=5.7] 、 26[status=5.0,P=1001.34,WS=5.94] 、 27[status=5.0,P=832.31,WS=5.55] 、 28[status=5.0,P=773.41,WS=5.27] 、 29[status=5.0,P=811.82,WS=5.31] 、 30[status=5.0,P=722.19,WS=5.2] 、 31[status=5.0,P=855.36,WS=5.27] 、 32[status=5.0,P=944.99,WS=5.71] 、 33[status=5.0,P=930.91,WS=5.6] 、 34[status=5.0,P=937.31,WS=5.64] 、 35[status=5.0,P=933.47,WS=5.7] 、 36[status=5.0,P=947.56,WS=5.7] 、 37[status=5.0,P=1016.7,WS=5.79] 、 38[status=5.0,P=971.89,WS=5.67] 、 39[status=5.0,P=628.29,WS=5.27] 、 40[status=5.0,P=1117.43,WS=5.87] 、 41[status=5.0,P=663.29,WS=4.71] 、 42[status=5.0,P=326.1,WS=4.27] 、 43[status=5.0,P=388.41,WS=4.6] 、 44[status=5.0,P=368.78,WS=4.69] 、 45[status=5.0,P=401.22,WS=4.55] 、 46[status=5.0,P=455.85,WS=4.07] 、 47[status=5.0,P=411.46,WS=4.67] 、 48[status=5.0,P=906.58,WS=5.62] 、 49[status=5.0,P=904.02,WS=5.73] 、 50[status=5.0,P=864.75,WS=5.44] 、 51[status=5.0,P=899.75,WS=5.0] 、 52[status=5.0,P=857.92,WS=5.53] 、 53[status=5.0,P=930.48,WS=5.44] 、 54[status=5.0,P=1023.53,WS=5.69] 、 55[status=5.0,P=911.7,WS=5.51] 、 56[status=5.0,P=831.46,WS=5.43] 、 57[status=5.0,P=890.36,WS=5.65] 、 58[status=5.0,P=885.24,WS=5.5]"
185,2024-07-01 13:17:00,2024-07-01 16:21:00,185,185,0,0.0,,1,1,0,0.005405,0.005405,0.0,0.156207,0.156207,-0.0,0.0,0.000844,0.000844,0.156207,0.156207,27.506784,27.506784,0.0,-0.0,0.148685,0.148685,0.631417,0.631417,0,0,0.0,0,0,False,True,False,False,
186,2024-07-01 16:22:00,2024-07-01 16:28:00,7,7,58,44.3499,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,7,7,0,1.0,1.0,0.0,0.0,5973.59252,5973.59252,,0.0,853.37036,0.0,853.37036,0.003026,5973.59252,5973.589494,-1973817.18296,0.000432,853.37036,0.000432,853.37036,0,7,7.0,0,7,False,False,False,False,"1[status=5.0,P=959.08,WS=5.58] 、 2[status=5.0,P=941.15,WS=5.65] 、 3[status=5.0,P=914.26,WS=5.48] 、 4[status=5.0,P=688.9,WS=5.04] 、 5[status=5.0,P=592.86,WS=4.91] 、 6[status=5.0,P=592.86,WS=4.83] 、 7[status=5.0,P=542.92,WS=4.83] 、 8[status=5.0,P=501.95,WS=4.53] 、 9[status=5.0,P=604.39,WS=4.81] 、 10[status=5.0,P=580.06,WS=4.68] 、 11[status=5.0,P=635.12,WS=4.67] 、 12[status=5.0,P=612.07,WS=4.83] 、 13[status=5.0,P=601.83,WS=4.87] 、 14[status=5.0,P=551.89,WS=4.77] 、 15[status=5.0,P=589.02,WS=4.71] 、 16[status=5.0,P=596.7,WS=4.86] 、 17[status=5.0,P=555.73,WS=4.79] 、 18[status=5.0,P=630.0,WS=4.97] 、 19[status=5.0,P=779.81,WS=5.1] 、 20[status=5.0,P=773.41,WS=5.36] 、 21[status=5.0,P=792.62,WS=5.22] 、 22[status=5.0,P=710.67,WS=5.07] 、 23[status=5.0,P=637.68,WS=4.9] 、 24[status=5.0,P=651.76,WS=5.01] 、 25[status=5.0,P=536.52,WS=4.76] 、 26[status=5.0,P=526.28,WS=4.62] 、 27[status=5.0,P=1000.06,WS=5.79] 、 28[status=5.0,P=884.81,WS=5.49] 、 29[status=5.0,P=732.44,WS=5.07] 、 30[status=5.0,P=685.06,WS=5.09] 、 31[status=5.0,P=846.4,WS=5.59] 、 32[status=5.0,P=916.82,WS=5.48] 、 33[status=5.0,P=825.91,WS=5.38] 、 34[status=5.0,P=907.86,WS=5.54] 、 35[status=5.0,P=829.75,WS=5.35] 、 36[status=5.0,P=784.93,WS=5.25] 、 37[status=5.0,P=855.36,WS=5.41] 、 38[status=5.0,P=656.89,WS=5.07] 、 39[status=5.0,P=544.63,WS=4.35] 、 40[status=5.0,P=683.78,WS=4.99] 、 41[status=5.0,P=628.29,WS=5.0] 、 42[status=5.0,P=564.27,WS=5.26] 、 43[status=5.0,P=752.92,WS=5.08] 、 44[status=5.0,P=690.61,WS=5.13] 、 45[status=5.0,P=731.58,WS=5.05] 、 46[status=5.0,P=822.07,WS=5.39] 、 47[status=5.0,P=937.31,WS=5.67] 、 48[status=5.0,P=625.73,WS=4.17] 、 49[status=5.0,P=748.65,WS=5.17] 、 50[status=5.0,P=841.7,WS=5.41] 、 51[status=5.0,P=890.36,WS=4.83] 、 52[status=5.0,P=917.68,WS=5.53] 、 53[status=5.0,P=973.17,WS=5.69] 、 54[status=5.0,P=1013.29,WS=5.61] 、 55[status=5.0,P=1048.29,WS=5.62] 、 56[status=5.0,P=1127.68,WS=5.81] 、 57[status=5.0,P=1318.04,WS=6.12] 、 58[status=5.0,P=1464.02,WS=7.2]"
187,2024-07-01 16:29:00,2024-07-01 16:29:00,1,1,33,22.99104,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33,1,1,0,1.0,1.0,0.0,0.875227,12.381351,11.506124,-13.146447,0.875227,12.381351,0.875227,12.381351,1.378293,12.846544,11.468251,-8.32062,1.378293,12.846544,1.378293,12.846544,0,1,1.0,0,1,False,False,False,False,"1[status=5.0,P=959.08,WS=5.58] 、 2[status=5.0,P=941.15,WS=5.65] 、 3[status=5.0,P=914.26,WS=5.48] 、 4[status=5.0,P=688.9,WS=5.04] 、 5[status=5.0,P=592.86,WS=4.91] 、 6[status=5.0,P=592.86,WS=4.83] 、 7[status=5.0,P=542.92,WS=4.83] 、 8[status=5.0,P=501.95,WS=4.53] 、 9[status=5.0,P=604.39,WS=4.81] 、 10[status=5.0,P=580.06,WS=4.68] 、 11[status=5.0,P=635.12,WS=4.67] 、 12[status=5.0,P=612.07,WS=4.83] 、 13[status=5.0,P=601.83,WS=4.87] 、 14[status=5.0,P=551.89,WS=4.77] 、 15[status=5.0,P=589.02,WS=4.71] 、 16[status=5.0,P=596.7,WS=4.86] 、 17[status=5.0,P=555.73,WS=4.79] 、 18[status=5.0,P=630.0,WS=4.97] 、 19[status=5.0,P=779.81,WS=5.1] 、 20[status=5.0,P=773.41,WS=5.36] 、 21[status=5.0,P=792.62,WS=5.22] 、 22[status=5.0,P=710.67,WS=5.07] 、 23[status=5.0,P=637.68,WS=4.9] 、 24[status=5.0,P=651.76,WS=5.01] 、 25[status=5.0,P=536.52,WS=4.76] 、 26[status=5.0,P=526.28,WS=4.62] 、 27[status=5.0,P=1000.06,WS=5.79] 、 28[status=5.0,P=884.81,WS=5.49] 、 29[status=5.0,P=732.44,WS=5.07] 、 30[status=5.0,P=685.06,WS=5.09] 、 31[status=5.0,P=846.4,WS=5.59] 、 32[status=5.0,P=916.82,WS=5.48] 、 33[status=5.0,P=825.91,WS=5.38]"
188,2024-07-01 16:30:00,2024-07-02 17:04:00,1475,1466,0,0.0,,75,75,0,0.050847,0.050847,0.0,17.109737,17.109737,-0.0,0.0,0.011671,0.011671,5.495243,5.495243,286.800638,286.800638,-0.0,0.0,0.195635,0.195635,5.979966,5.979966,0,0,0.0,0,0,False,True,True,False,
